,service_type,is_mix_service,online_time,1_total_fee,2_total_fee,3_total_fee,4_total_fee,month_traffic,many_over_bill,contract_type,contract_time,is_promise_low_consume,net_service,pay_times,pay_num,last_month_traffic,local_trafffic_month,local_caller_time,service1_caller_time,service2_caller_time,gender,age,complaint_level,former_complaint_num,former_complaint_fee,current_service,fee_mean,fee_std,fee_fluctuate,online_time_norm,fee_mean_norm,fee_fluctuate_norm,month_traffic_norm,contract_time_norm,pay_num_norm,last_month_traffic_norm,local_trafffic_month_norm,local_caller_time_norm,service1_caller_time_norm,service2_caller_time_norm,age_norm,former_complaint_num_norm,former_complaint_fee_norm,service1_caller_time_dimean,last_month_traffic_dimean,former_complaint_num_dimean,former_complaint_fee_dimean,user_id,fee_mean_2,fee_mean_2_norm
35212,4,0,88,334.6,274.6,274.5,280.51,8079.954798000001,0,1,24,0,4,1,30.0,7624.224297,2469.122745,34.15,0.0,86.75,2,29,2,1,18000,5,291.0525,25.259647,-18.03,0.318681,0.063335,0.354696,0.050799000000000004,0.47169799999999995,0.001546,0.43797200000000003,0.015237,0.007422,0.0,0.013326,0.292929,0.027027,0.031802,0,1,1,1,ILVkT1AeRXJv3iF6,33.005,0.6179979999999999
35281,4,0,22,166.0,176.1,196.0,185.96,1271.575502,1,1,24,0,4,2,150.0,0.0,1055.5074949999998,65.366667,0.0,207.55,1,37,0,0,0,14,181.015,11.164796,6.653333,0.076923,0.039392,0.36586599999999997,0.007994,0.47169799999999995,0.00773,0.0,0.006514,0.014206,0.0,0.031882,0.373737,0.0,0.0,0,0,0,0,byKWkoBldus8VaTr,-10.07,0.609861
35307,4,0,86,691.2,271.3,336.4,467.6,10783.491890000001,1,1,36,0,4,1,500.0,0.0,21177.89017,72.616667,0.0,144.01666699999998,2,45,0,0,0,12,441.625,160.50333899999998,-74.533333,0.311355,0.096098,0.32912800000000003,0.06779600000000001,0.698113,0.025767,0.0,0.130692,0.015781,0.0,0.022123,0.454545,0.0,0.0,0,0,0,0,DfRqcYVawB2hAXlM,275.55,0.663816
35333,4,0,85,205.0,205.3,205.0,205.4,2048.0,0,0,0,1,4,1,300.0,0.0,10305.95677,77.43333299999999,0.0,77.43333299999999,1,33,0,0,0,5,205.175,0.178536,0.13333299999999998,0.307692,0.044649,0.362915,0.012875999999999999,0.018868,0.01546,0.0,0.0636,0.016828,0.0,0.011895000000000001,0.333333,0.0,0.0,0,0,0,0,xqWrBlZyLSJshCOn,0.05,0.611773
35402,4,0,37,65.45,48.2,111.95,27.95,524.253489,0,0,0,0,4,5,50.0,0.0,524.25349,0.366667,116.0,48.8,2,32,0,0,0,2,63.3875,31.020344,-12.5,0.131868,0.013797,0.357199,0.003296,0.018868,0.002577,0.0,0.003235,8e-05,0.027399,0.007495999999999999,0.323232,0.0,0.0,1,0,0,0,rJte8sGT4hD1M3NF,-33.375,0.605459
35456,4,0,49,308.19,580.0,541.92,333.05,931.189218,1,0,0,0,4,2,580.02,0.0,740.535681,6.55,39.733333,70.05,0,28,0,0,0,14,440.79,121.240844,8.286667,0.175824,0.095916,0.366605,0.005854,0.018868,0.029891,0.0,0.00457,0.001423,0.009385,0.010761,0.282828,0.0,0.0,1,0,0,0,oxtXJ0Cq6c7Njbd3,-240.34,0.566362
35586,4,0,55,176.34,136.0,132.0,126.0,2048.0,0,3,12,0,4,4,190.0,0.0,0.0,0.0,0.0,349.683333,2,38,0,0,0,13,142.585,19.810772,-16.78,0.197802,0.031030000000000002,0.35526199999999997,0.012875999999999999,0.245283,0.009791,0.0,0.0,0.0,0.0,0.053716,0.383838,0.0,0.0,0,0,0,0,z3rT1kIn6mOWlXuF,17.17,0.615007
35861,4,0,35,307.9,354.1,616.0,259.9,1119.336814,1,0,0,0,4,1,209.0,0.0,1119.589477,36.166667,2.833333,33.333333,2,33,0,0,0,1,384.475,137.758056,-16.0,0.12454200000000001,0.083663,0.355615,0.007037000000000001,0.018868,0.010771,0.0,0.006909,0.007859999999999999,0.000669,0.00512,0.333333,0.0,0.0,1,0,0,0,WvwqF8EfpQTYZoRC,-201.15,0.573765
36036,4,0,83,103.68,86.1,136.1,146.0,1106.3893380000002,0,3,12,0,4,1,200.0,698.534556,1106.3780689999999,21.1,7.1666669999999995,21.1,1,34,0,0,0,4,117.97,24.157187,14.106667000000002,0.30036599999999997,0.025674000000000002,0.369238,0.006956,0.245283,0.010306999999999998,0.040126999999999996,0.006828,0.004586,0.001693,0.0032409999999999995,0.343434,0.0,0.0,1,1,0,0,wOHJ0GvfzMuyPsY5,13.74,0.614359
36047,4,0,34,83.89,87.78,77.08,80.0,1983.627622,0,0,0,1,4,2,100.0,0.0,1993.5409280000001,38.166667,17.816667000000002,32.9,2,25,0,0,0,1,82.1875,4.032564,-1.296667,0.120879,0.017888,0.362268,0.012471,0.018868,0.0051530000000000005,0.0,0.012302,0.008295,0.004208,0.005054,0.252525,0.0,0.0,1,0,0,0,0XNkIqg2stJEjRTU,-0.485,0.611672
36215,4,0,36,262.63,226.0,225.96,378.55,1758.7401309999998,0,0,0,0,4,1,226.0,994.1598769999999,1758.7401309999998,94.93333299999999,36.016667,129.716667,0,0,0,0,0,12,273.285,62.589488,38.64,0.12820499999999999,0.05946900000000001,0.38034,0.011056999999999999,0.018868,0.011647,0.057109,0.010853,0.020631,0.008506999999999999,0.019926,0.0,0.0,0.0,1,1,0,0,JEe9TXjF7s8fyN4a,94.61,0.629636
36287,4,0,9,60.0,71.05,68.05,68.6,838.9162150000001,1,12,15,1,4,1,50.0,0.0,477.30328399999996,12.9,0.0,340.65,2,33,0,0,0,4,66.925,4.154591,2.8666669999999996,0.029304000000000004,0.014566999999999998,0.364152,0.005274,0.301887,0.002577,0.0,0.0029460000000000003,0.002803,0.0,0.052328,0.333333,0.0,0.0,0,0,0,0,pTP2fUbvxYck09Fd,-5.25,0.610772
36301,4,0,82,141.2,136.67,101.0,91.0,1716.839294,1,3,12,0,4,2,0.07,0.0,153.181546,3.55,0.0,46.616667,2,30,0,0,0,5,117.4675,21.81556,-16.733333,0.296703,0.025564,0.355283,0.010794,0.245283,4e-06,0.0,0.0009449999999999999,0.000772,0.0,0.007161,0.30303,0.0,0.0,0,0,0,0,ohAZke5xXf4Sw3N2,-2.735,0.611247
36573,4,1,21,437.92,400.36,437.47,335.54,0.0,1,0,0,0,4,3,510.44,0.0,2494.022981,1.116667,0.683333,3.233333,0,28,0,0,0,11,402.8225,41.729134,-34.126667,0.07326,0.087655,0.347412,0.0,0.018868,0.026305000000000002,0.0,0.015391,0.00024300000000000002,0.000161,0.0004969999999999999,0.282828,0.0,0.0,1,0,0,0,Lh1rKPJHuwqWQDeb,-32.185,0.605684
36586,4,0,50,67.2,188.55,107.85,99.15,646.24975,1,0,0,0,4,2,100.0,0.0,633.851897,199.35,148.616667,50.733333,1,44,0,0,0,3,115.6875,44.707094,10.65,0.17948699999999998,0.025177,0.367674,0.004063000000000001,0.018868,0.0051530000000000005,0.0,0.003912,0.043324,0.035102999999999995,0.0077930000000000004,0.44444399999999995,0.0,0.0,1,0,0,0,CnM0trdBqY6Ulmwf,-65.025,0.59948
36680,4,0,20,134.15,224.9,191.65,129.15,5922.840736,1,0,0,0,4,4,180.05,0.0,4851.191681,91.8,152.5,39.966667,1,30,1,1,9000,2,169.9625,40.114436,-1.666667,0.069597,0.036987,0.362101,0.037237,0.018868,0.009279,0.0,0.029937000000000002,0.01995,0.036019999999999996,0.006139,0.30303,0.027027,0.015901,1,0,1,1,5YWJcypbHzGie2MO,-76.625,0.5972890000000001
36704,4,0,68,166.4,166.6,166.3,226.2,3548.2066990000003,0,3,12,0,4,1,200.0,920.921533,845.861673,5.716667,0.0,274.4,2,27,0,0,0,14,181.375,25.879951000000002,19.933332999999998,0.245421,0.03947,0.371875,0.022308,0.245283,0.010306999999999998,0.052902,0.005220000000000001,0.001242,0.0,0.042151999999999995,0.272727,0.0,0.0,0,1,0,0,JsKxZLwVFUB2p6Hb,29.85,0.617402
36731,4,0,200,176.08,141.15,146.4,189.6,1778.755234,0,3,12,0,4,2,141.15,795.5261889999999,1668.1923570000001,326.7,47.466667,358.7,1,56,0,0,0,13,163.3075,20.194372,4.506667,0.728938,0.035539,0.364894,0.011183,0.245283,0.007273999999999999,0.045699000000000004,0.010295,0.071,0.011211,0.055101,0.565657,0.0,0.0,1,1,0,0,r7IcznoUgS1m96ad,39.065,0.619143
36805,4,0,77,261.0,261.0,261.08,419.68,7504.476377,0,1,30,1,4,3,342.1,4096.0,9113.068951000001,67.116667,0.0,265.316667,2,33,0,0,0,12,300.69,68.698916,52.893333,0.278388,0.065432,0.38679,0.047181,0.584906,0.01763,0.235294,0.056237999999999996,0.014586000000000002,0.0,0.040756,0.333333,0.0,0.0,0,1,0,0,8HpPt4m5MFgo0iWd,79.3,0.626744
36818,4,0,134,151.0,151.0,151.0,151.1,1588.621106,0,1,24,0,4,1,100.0,1164.276398,1537.83438,12.366667,0.0,37.483333,1,48,0,0,0,0,151.025,0.043301,0.033333,0.487179,0.032866,0.36286999999999997,0.009988,0.47169799999999995,0.0051530000000000005,0.06688200000000001,0.00949,0.002688,0.0,0.005758,0.48484799999999995,0.0,0.0,0,1,0,0,bKrVwSfeY2lc1iaN,0.05,0.611773
36887,4,0,242,263.93,264.46,139.25,300.49,2052.999972,0,1,24,0,4,1,100.0,0.0,5117.705729,7.066667,0.0,62.333332999999996,2,50,0,0,0,5,242.0325,61.163745,12.186667,0.882784,0.05266799999999999,0.368369,0.012907,0.47169799999999995,0.0051530000000000005,0.0,0.031582,0.001536,0.0,0.009575,0.505051,0.0,0.0,0,0,0,0,yKMm7oTzta4rc9GQ,80.355,0.626943
36923,4,0,24,47.0,41.0,106.0,176.0,1260.8008730000001,0,1,24,0,4,2,40.0,228.293052,1251.193345,38.25,0.0,102.666667,1,49,1,2,42000,5,92.5,54.490825,43.0,0.084249,0.020132,0.382313,0.007927,0.47169799999999995,0.002061,0.013113999999999999,0.0077209999999999996,0.008313,0.0,0.015771,0.494949,0.054054,0.074205,0,1,1,1,V9qTCQ1j3kML56yR,38.0,0.618942
37006,4,0,91,340.29,261.21,188.67,331.49,0.0,0,3,12,0,4,1,300.0,0.0,1588.515228,368.05,375.216667,418.05,1,36,0,0,0,12,280.415,61.195687,-2.933333,0.32966999999999996,0.061020000000000005,0.361528,0.0,0.245283,0.01546,0.0,0.009803000000000001,0.079987,0.088625,0.064218,0.363636,0.0,0.0,1,0,0,0,3GsM7bCW0U2jSt9i,110.95,0.632722
37092,4,0,70,245.1,205.0,104.95,145.1,2397.9480710000003,0,0,0,0,4,3,150.0,0.0,0.0,0.0,0.0,67.716667,1,42,1,1,10000,14,175.0375,53.88649399999999,-33.333333,0.252747,0.038091,0.347771,0.015075999999999999,0.018868,0.00773,0.0,0.0,0.0,0.0,0.010402,0.424242,0.027027,0.017668,0,0,1,1,EoCi94yeRBnMIw8q,40.125,0.619343
37232,4,0,58,182.74,137.47,100.34,99.82,2619.962843,1,6,12,0,4,1,50.0,0.0,2619.982519,56.95,10.916667,78.916667,2,48,0,0,0,4,130.0925,34.01405,-27.64,0.20879099999999998,0.028311000000000003,0.350348,0.016472,0.245283,0.002577,0.0,0.016168000000000002,0.012376999999999999,0.002578,0.012123,0.48484799999999995,0.0,0.0,1,0,0,0,ZHPGA6mSMxg4lnjf,22.375,0.6159899999999999
37266,4,0,50,525.33,834.83,706.84,947.04,4884.5786259999995,1,1,24,0,4,3,200.01,0.0,4617.695514999999,22.233333,5.716667,106.03333300000001,2,24,0,0,0,11,753.51,156.772929,140.57,0.17948699999999998,0.163961,0.426464,0.03071,0.47169799999999995,0.010306999999999998,0.0,0.028495999999999997,0.004832,0.00135,0.016288,0.24242399999999997,0.0,0.0,1,0,0,0,tpoAyL0WfYIM3JOh,-34.65,0.605218
37441,4,0,61,280.18,396.04,173.61,295.59,2706.5147030000003,0,0,0,0,4,1,0.03,1247.453424,2705.045242,179.98333300000002,219.533333,184.26666699999998,1,0,0,0,0,13,286.355,78.844229,5.136667,0.21978000000000003,0.062313,0.365179,0.017016,0.018868,2e-06,0.07166,0.016693,0.039115,0.051852999999999996,0.028306,0.0,0.0,0.0,1,1,0,0,BmwRaSh2Dd1blHgQ,3.06,0.612342
37478,4,0,27,164.0,163.95,175.55,163.93,2641.1592149999997,0,3,12,0,4,1,120.0,2048.0,2914.009052,13.166667000000002,0.0,52.6,2,42,0,0,0,4,166.8575,5.018682,-0.023333,0.095238,0.036311,0.362844,0.016605,0.245283,0.006184,0.117647,0.017983000000000002,0.002861,0.0,0.00808,0.424242,0.0,0.0,0,1,0,0,Cmz1OreAQSkDw4ZW,-5.785,0.610671
37547,4,1,49,115.36,108.5,111.0,156.87,3288.298761,0,2,12,0,4,4,200.07,0.0,2975.0765460000002,19.8,0.0,29.933333,1,29,0,0,0,13,122.9325,19.747014,13.836667000000002,0.175824,0.026753,0.369116,0.020674,0.245283,0.01031,0.0,0.018359999999999998,0.004303,0.0,0.004598,0.292929,0.0,0.0,0,0,0,0,F5bQTyq78SoNHkYA,26.365,0.616744
37588,4,0,73,144.32,126.59,132.0,112.0,1439.978402,0,3,12,0,4,1,100.0,0.0,1536.445032,111.05,0.0,164.51666699999998,1,35,1,1,700,5,128.7275,11.599714,-10.773333000000001,0.263736,0.028013999999999997,0.35798,0.009053,0.245283,0.0051530000000000005,0.0,0.009481999999999999,0.024134,0.0,0.025272,0.353535,0.027027,0.0012369999999999998,0,0,1,1,DCNHJWlrwmMzu64V,-1.135,0.611549
37623,4,0,41,126.4,117.25,119.95,140.75,234.179477,0,0,0,0,4,2,150.0,1018.519273,198.939865,43.166667,38.65,51.916667,1,18,0,0,0,2,126.0875,9.094736,4.783333,0.14652,0.02744,0.365019,0.001472,0.018868,0.00773,0.058509000000000005,0.001228,0.009381,0.009129,0.007975,0.181818,0.0,0.0,1,1,0,0,JX3SBbRy9f5dhmZn,14.975,0.614592
37635,4,0,24,80.6,86.3,87.6,82.3,447.12885300000005,1,0,0,0,4,2,100.0,0.0,469.377822,74.06666700000001,145.416667,52.0,1,49,0,0,0,3,84.2,2.8521919999999996,0.566667,0.084249,0.018326,0.363111,0.002811,0.018868,0.0051530000000000005,0.0,0.002897,0.016097,0.034347,0.007988,0.494949,0.0,0.0,1,0,0,0,ASgyzLEDxhBR732d,-5.5,0.6107239999999999
37661,4,0,50,88.18,254.7,172.5,99.0,2849.108236,0,0,0,0,4,1,100.0,0.0,4268.318199,43.7,0.0,57.13333299999999,1,27,0,0,0,3,153.595,66.782027,3.606667,0.17948699999999998,0.033425,0.364487,0.017912,0.018868,0.0051530000000000005,0.0,0.02634,0.009497,0.0,0.008776,0.272727,0.0,0.0,0,0,0,0,jsbGPnActY4SlypH,-120.01,0.589093
37781,4,0,31,384.56,547.0,357.0,427.0,7271.45527,1,3,12,0,4,3,300.0,0.0,5164.825766,47.133333,0.0,149.48333300000002,2,26,1,1,0,12,428.89,72.606586,14.146667,0.10989000000000002,0.093327,0.369256,0.045716,0.245283,0.01546,0.0,0.031873,0.010243,0.0,0.022963,0.262626,0.027027,0.0,0,0,1,0,VoH6k824OA7FWL0r,-46.22,0.603032
37792,4,0,82,226.1,170.5,171.6,213.0,2552.203386,1,1,24,0,4,2,200.0,0.0,2480.515421,136.65,0.0,159.9,1,48,0,0,0,13,195.3,24.691395,-4.366667,0.296703,0.0425,0.360879,0.016046,0.47169799999999995,0.010306999999999998,0.0,0.015308,0.029697,0.0,0.024562999999999998,0.48484799999999995,0.0,0.0,0,0,0,0,eTrgVYFRMLZ0wU78,48.5,0.620925
37859,4,0,90,166.0,166.0,226.0,106.0,1858.049188,1,9,12,0,4,3,500.0,0.0,0.0,0.0,0.0,104.85,1,33,0,0,0,5,166.0,42.426407,-20.0,0.326007,0.036124,0.35380500000000004,0.011682,0.245283,0.025767,0.0,0.0,0.0,0.0,0.016106,0.333333,0.0,0.0,0,0,0,0,3qX472WUaK8Zsync,-60.0,0.600429
37869,4,0,38,100.6,61.55,38.6,103.4,1417.804464,0,0,0,0,4,5,414.8,124.382575,1418.210728,105.9,110.88333300000001,43.233333,2,41,1,1,18280,2,76.0375,27.218913,0.933333,0.13553099999999998,0.016549,0.363277,0.008914,0.018868,0.021376,0.007145,0.008752,0.023015,0.026189999999999998,0.006640999999999999,0.414141,0.027027,0.032297,1,1,1,1,5P0y4natNDEOik7W,51.925,0.621572
37919,4,1,134,186.0,186.0,186.4,289.95,842.370317,0,3,12,0,4,1,200.0,2560.0,304.22762,136.566667,0.0,231.633333,1,39,0,0,0,14,212.0875,44.954232,34.65,0.487179,0.046153,0.37853400000000004,0.005296,0.245283,0.010306999999999998,0.147059,0.001877,0.029679,0.0,0.035582,0.393939,0.0,0.0,0,1,0,0,uYtQHidGbJf8pseB,51.775,0.621544
38015,4,0,41,56.2,163.75,102.7,56.65,803.586724,1,0,0,0,4,1,100.0,0.0,1428.279177,23.383333,0.0,47.666667,1,37,0,0,0,1,94.825,44.050802000000004,0.15,0.14652,0.020637,0.362923,0.005052,0.018868,0.0051530000000000005,0.0,0.008814,0.005082,0.0,0.0073219999999999995,0.373737,0.0,0.0,0,0,0,0,CM8cNmnjrzb67YPh,-76.8,0.597256
38069,4,0,41,96.0,96.1,96.0,96.1,897.404273,0,0,0,0,4,1,200.0,765.2804570000001,0.0,0.0,0.0,0.75,2,25,0,0,0,0,96.05,0.05,0.033333,0.14652,0.020904,0.36286999999999997,0.005642,0.018868,0.010306999999999998,0.043961,0.0,0.0,0.0,0.00011499999999999999,0.252525,0.0,0.0,0,1,0,0,BY8jcfZtXmw9qAu3,0.0,0.6117630000000001
38082,4,0,17,61.15,137.69,247.06,90.5,3854.174953,0,9,12,0,4,2,100.05,0.0,3319.977141,13.933333,0.0,26.666666999999997,2,22,0,0,0,6,134.1,70.702744,9.783333,0.05860800000000001,0.029182999999999997,0.367282,0.024231,0.245283,0.005156,0.0,0.020488,0.0030280000000000003,0.0,0.004096,0.22222199999999998,0.0,0.0,0,0,0,0,XWBfqFU6EyvRJ14p,-116.55,0.589747
38145,4,0,80,110.0,110.0,110.0,86.0,2316.6007809999996,0,3,12,1,4,5,160.0,0.0,136.182841,4.716667,0.0,214.833333,1,34,0,0,0,5,104.0,10.392305,-8.0,0.289377,0.022634,0.35923499999999997,0.014565,0.245283,0.008245,0.0,0.00084,0.001025,0.0,0.033001,0.343434,0.0,0.0,0,0,0,0,QGcjtilEIwoPxeS4,-12.0,0.6094970000000001
38303,4,0,107,273.85,199.0,198.95,459.15,4686.796757,0,9,12,0,4,1,199.0,716.951983,4311.304687,407.75,76.43333299999999,665.533333,1,46,0,0,0,12,282.7375,106.33986999999999,61.766667000000005,0.388278,0.061525,0.390805,0.029466000000000003,0.245283,0.010255,0.041185,0.026606,0.088614,0.018053,0.102235,0.464646,0.0,0.0,1,1,0,0,iHvkKhNUo5lTx90q,167.525,0.64341
38466,4,0,50,58.43,66.0,60.32,58.8,1902.310904,1,3,12,0,4,1,30.0,0.0,1648.095542,31.55,0.0,39.866667,2,27,0,0,0,6,60.8875,3.035485,0.123333,0.17948699999999998,0.013253000000000001,0.36291100000000004,0.01196,0.245283,0.001546,0.0,0.010171,0.006856999999999999,0.0,0.006124,0.272727,0.0,0.0,0,0,0,0,RMAtu0iIs7QKYrfD,-4.545,0.610905
38630,4,0,86,266.2,267.7,410.73,481.26,0.0,0,3,12,0,4,3,603.9,0.0,854.084301,26.516666999999998,0.0,113.41666699999999,1,39,0,0,0,11,356.4725,92.932069,71.686667,0.311355,0.07757,0.395294,0.0,0.245283,0.031121,0.0,0.0052710000000000005,0.005763,0.0,0.017422,0.393939,0.0,0.0,0,0,0,0,Bzp8rINeTtVbZJ0s,34.515,0.6182840000000001
38717,4,0,57,76.0,76.0,76.0,76.0,449.32089299999996,0,0,0,0,4,1,100.0,687.170286,449.33202400000005,22.416667,0.0,22.416667,1,39,0,0,0,0,76.0,0.0,0.0,0.20512800000000003,0.016541,0.36285500000000004,0.002825,0.018868,0.0051530000000000005,0.039474,0.002773,0.004872,0.0,0.003443,0.393939,0.0,0.0,0,1,0,0,4zLreRSYwqAXy2Zk,0.0,0.6117630000000001
38756,4,0,43,216.0,216.0,216.0,215.98,1984.6294010000001,0,0,0,0,4,2,400.0,3584.0,936.39185,31.6,0.0,33.25,2,31,0,0,0,13,215.995,0.00866,-0.006667,0.153846,0.047002999999999996,0.362852,0.012477,0.018868,0.020613999999999997,0.205882,0.005779,0.006867,0.0,0.005108,0.313131,0.0,0.0,0,1,0,0,zMwEQmUgx0Z36WfD,-0.01,0.611762
38930,4,0,60,271.35,326.65,154.1,280.1,2459.458694,1,3,12,0,4,2,306.65,0.0,603.6223150000001,61.86666700000001,111.7,408.55,1,38,0,0,0,13,258.05,63.589808999999995,2.916667,0.216117,0.056153999999999996,0.364175,0.015463,0.245283,0.015803,0.0,0.003725,0.013444999999999999,0.026382999999999997,0.06275900000000001,0.383838,0.0,0.0,1,0,0,0,PtSHYQUmd1fRlOc2,35.35,0.618441
38979,4,0,24,42.7,34.91,46.1,51.06,1602.326451,0,0,0,0,4,2,60.0,0.0,1602.497469,77.883333,55.483332999999995,34.5,1,27,0,0,0,2,43.6925,5.877786,2.786667,0.084249,0.009511,0.364116,0.010074,0.018868,0.003092,0.0,0.009889,0.016926,0.013105,0.0053,0.272727,0.0,0.0,1,0,0,0,Ip3f2eKMxqyiC8Fm,6.375,0.6129680000000001
39018,4,0,102,203.65,182.45,141.95,182.65,3217.1946510000002,0,9,12,0,4,1,0.05,0.0,3243.55879,371.233333,39.466667,405.783333,1,42,0,0,0,12,177.675,22.352447,-7.0,0.369963,0.038665,0.359687,0.020227000000000002,0.245283,3e-06,0.0,0.020016,0.080678,0.009322,0.062334,0.424242,0.0,0.0,1,0,0,0,v7dyUlnz2tuHpgjJ,30.95,0.61761
39081,4,0,59,85.91,146.1,123.29,116.0,21.165337,0,3,12,0,4,1,0.09,0.0,21.415465,33.65,0.0,92.416667,2,26,0,0,0,5,117.825,21.513018,10.03,0.212454,0.025642,0.367394,0.000133,0.245283,5e-06,0.0,0.000132,0.007312999999999999,0.0,0.014196,0.262626,0.0,0.0,0,0,0,0,96iPRkE4GJyHUqop,-33.74,0.60539
39123,4,0,79,200.0,253.1,145.0,235.0,5380.891766,0,9,12,0,4,1,300.0,0.0,6193.095373,75.633333,0.0,140.98333300000002,1,34,0,0,0,5,208.275,41.218041,11.666667,0.28571399999999997,0.045323,0.368134,0.03383,0.245283,0.01546,0.0,0.038219,0.016437,0.0,0.021657,0.343434,0.0,0.0,0,0,0,0,g6AwmnQE9Ok8GDKo,18.45,0.6152489999999999
39133,4,0,43,205.0,316.0,136.0,174.05,11625.30982,0,9,12,0,4,3,550.0,0.0,11619.40516,33.683333000000005,0.0,110.2,1,32,1,1,0,14,207.7625,67.09951,-10.316667,0.153846,0.045212,0.358187,0.073089,0.245283,0.028344,0.0,0.07170499999999999,0.00732,0.0,0.016928,0.323232,0.027027,0.0,0,0,1,0,jQfOhcUFzKV6GDrZ,-36.475,0.604873
39208,4,0,41,80.0,80.0,80.0,80.0,1065.83158,0,0,0,1,4,4,30.0,800.0,647.1509679999999,60.283333,0.0,72.43333299999999,2,38,0,0,0,0,80.0,0.0,0.0,0.14652,0.017412,0.36285500000000004,0.006701,0.018868,0.001546,0.045956,0.003994,0.013101,0.0,0.011127,0.383838,0.0,0.0,0,1,0,0,qnITXtFdlz4NQUmV,0.0,0.6117630000000001
39220,4,0,32,234.32,164.98,100.0,279.94,3269.154541,0,12,36,0,4,2,164.98,0.0,3269.404693,103.583333,0.0,103.583333,0,28,0,0,0,13,194.81,68.350059,15.206667000000001,0.113553,0.042393,0.369736,0.020553000000000002,0.698113,0.008502,0.0,0.020176,0.022511,0.0,0.015912,0.282828,0.0,0.0,0,0,0,0,NeVA5t2yLq6rWRS7,124.64,0.635309
39292,4,0,22,152.5,136.0,136.0,136.0,4545.616518,0,0,0,0,4,1,100.0,756.6615360000001,4552.071434,18.7,0.0,20.45,1,27,0,0,0,1,140.125,7.144710000000001,-5.5,0.076923,0.030494,0.36036599999999996,0.028577999999999996,0.018868,0.0051530000000000005,0.043466000000000005,0.028092000000000002,0.004064,0.0,0.003141,0.272727,0.0,0.0,0,1,0,0,GLKcRgF0vsmpMf6V,8.25,0.613322
39425,4,0,45,493.26,538.19,607.63,713.93,5138.286733,1,0,0,0,4,1,1000.0,0.0,0.0,0.0,118.16666699999999,446.2,1,31,0,0,0,11,588.2525,83.21681099999999,73.556667,0.161172,0.128003,0.39614,0.032305,0.018868,0.051534,0.0,0.0,0.0,0.027911000000000002,0.06854199999999999,0.313131,0.0,0.0,1,0,0,0,tZV3eJM0WGu1d9n2,30.685,0.61756
39468,4,0,45,168.0,168.1,168.0,168.0,0.0,0,1,24,0,4,1,178.1,0.0,6190.998604,6.533333,0.0,157.716667,2,37,0,0,0,14,168.025,0.043301,0.0,0.161172,0.036565,0.36285500000000004,0.0,0.47169799999999995,0.009178,0.0,0.038206,0.0014199999999999998,0.0,0.024227000000000002,0.373737,0.0,0.0,0,0,0,0,Mef4VliXbcmoWpRt,-0.05,0.611754
39516,4,0,15,256.01,269.11,357.13,275.8,2562.383272,1,1,24,1,4,5,400.04,0.0,94.330849,24.933332999999998,0.0,250.066667,2,33,0,0,0,14,289.5125,39.682611,6.596667,0.05128200000000001,0.063,0.36584,0.01611,0.47169799999999995,0.020616,0.0,0.000582,0.005419,0.0,0.038414,0.333333,0.0,0.0,0,0,0,0,wJ6LYMIdNXlBH3PA,-47.215,0.6028439999999999
39526,4,0,13,227.0,172.98,177.0,167.0,4082.545037,1,3,12,0,4,1,200.0,43.751982,4082.596375,6.35,0.0,6.35,0,28,0,0,0,12,185.995,23.940135,-20.0,0.043956,0.040475,0.35380500000000004,0.025667000000000002,0.245283,0.010306999999999998,0.002513,0.025194,0.0013800000000000002,0.0,0.000975,0.282828,0.0,0.0,0,1,0,0,DWmSue253cnQ0fbp,22.01,0.615921
39636,4,0,46,175.1,126.4,115.0,235.1,4409.549403,0,9,12,0,4,1,200.0,0.0,4027.5144219999997,24.083333,0.0,37.433333000000005,2,28,0,0,0,5,162.9,47.403428000000005,20.0,0.16483499999999998,0.03545,0.37190500000000004,0.027723,0.245283,0.010306999999999998,0.0,0.024853999999999998,0.005234,0.0,0.00575,0.282828,0.0,0.0,0,0,0,0,AD8vEhgOze7GFy3Y,84.4,0.627707
39659,4,0,58,130.0,138.85,119.0,150.35,2108.752182,0,3,12,0,4,2,200.0,1024.0,3397.2249340000003,55.966667,21.183332999999998,170.783333,1,36,0,0,0,4,134.55,11.517758,6.783333,0.20879099999999998,0.029281,0.36592399999999997,0.013258,0.245283,0.010306999999999998,0.058824,0.020965,0.012163,0.0050030000000000005,0.026235,0.363636,0.0,0.0,1,1,0,0,1YHxKdURu8jJzA5a,11.25,0.613889
39793,4,0,49,120.0,120.0,120.0,125.9,14008.93135,0,3,12,1,4,3,100.0,522.848671,13830.796859999999,78.0,0.0,150.416667,1,29,1,1,0,14,121.475,2.554775,1.9666669999999997,0.175824,0.026436,0.363745,0.088075,0.245283,0.0051530000000000005,0.030035000000000003,0.085352,0.016951,0.0,0.023106,0.292929,0.027027,0.0,0,1,1,0,VXFR45leZCWBp1Y8,2.95,0.612321
40098,4,0,90,296.0,296.0,296.0,356.1,2769.935333,0,1,24,0,4,2,500.0,3298.768718,2127.736556,273.3,0.0,295.466667,2,45,0,0,0,12,311.025,26.024063,20.033333,0.326007,0.06768099999999999,0.37192,0.017415,0.47169799999999995,0.025767,0.189497,0.013131,0.059395,0.0,0.045388,0.454545,0.0,0.0,0,1,0,0,7yNoqvYM39PDRZcA,30.05,0.61744
